,appid,average_2weeks,average_forever,ccu,developer,discount,genre,initialprice,languages,median_2weeks,median_forever,name,negative,owners,positive,price,publisher,score_rank,tags,userscore
0,10,938,11035,20192,Valve,0,Action,999,"English, French, German, Italian, Spanish - Spain, Simplified Chinese, Traditional Chinese, Korean",42,192,Counter-Strike,3213,"10,000,000 .. 20,000,000",122294,999,Valve,97,20,96
1,20,512,456,99,Valve,0,Action,499,"English, French, German, Italian, Spanish - Spain, Korean, Russian, Simplified Chinese, Traditional Chinese",491,15,Team Fortress Classic,624,"5,000,000 .. 10,000,000",3230,499,Valve,58,20,81
2,30,531,1913,155,Valve,0,Action,499,"English, French, German, Italian, Spanish - Spain",951,16,Day of Defeat,384,"5,000,000 .. 10,000,000",3363,499,Valve,74,15,86
3,40,989,1834,6,Valve,0,Action,499,"English, French, German, Italian, Spanish - Spain, Korean, Russian, Simplified Chinese, Traditional Chinese",1941,8,Deathmatch Classic,265,"5,000,000 .. 10,000,000",1244,499,Valve,56,8,80
4,50,608,1350,97,Gearbox Software,0,Action,499,"English, French, German, Korean",74,113,Half-Life: Opposing Force,273,"5,000,000 .. 10,000,000",5079,499,Valve,90,20,94
5,60,519,985,11,Valve,0,Action,499,"English, French, German, Italian, Spanish - Spain, Korean, Russian, Simplified Chinese, Traditional Chinese",89,3,Ricochet,656,"5,000,000 .. 10,000,000",2667,499,Valve,52,15,78
6,70,660,1423,527,Valve,0,Action,999,"English, French, German, Italian, Spanish - Spain, Simplified Chinese, Traditional Chinese, Korean",33,121,Half-Life,1074,"5,000,000 .. 10,000,000",26974,999,Valve,95,20,95
7,80,1290,1512,788,Valve,0,Action,999,"English, French, German, Italian, Spanish - Spain, Simplified Chinese, Traditional Chinese, Korean",23,31,Counter-Strike: Condition Zero,1389,"10,000,000 .. 20,000,000",11781,999,Valve,74,20,88
8,130,612,1140,45,Gearbox Software,0,Action,499,"English, French, German",123,68,Half-Life: Blue Shift,403,"5,000,000 .. 10,000,000",3678,499,Valve,77,18,89
9,220,351,957,864,Valve,0,Action,999,"English, French, German, Italian, Korean, Spanish - Spain, Russian, Simplified Chinese, Traditional Chinese, Dutch, Danish, Finnish, Japanese, Norwegian, Polish, Portuguese, Swedish, Thai",61,313,Half-Life 2,2356,"5,000,000 .. 10,000,000",66606,999,Valve,95,20,96
10,240,422,8484,6950,Valve,0,Action,999,"English, French, German, Italian, Japanese, Korean, Spanish - Spain, Russian, Simplified Chinese, Traditional Chinese, Thai, Turkish",41,482,Counter-Strike: Source,3420,"10,000,000 .. 20,000,000",75156,999,Valve,93,20,95
11,280,36,375,61,Valve,0,Action,999,"English, French, German, Italian, Japanese, Spanish - Spain, Russian, Simplified Chinese, Traditional Chinese, Thai, Korean",14,60,Half-Life: Source,1013,"2,000,000 .. 5,000,000",3635,999,Valve,47,20,77
12,300,210,1316,735,Valve,0,Action,999,English,96,153,Day of Defeat: Source,1180,"5,000,000 .. 10,000,000",10343,999,Valve,74,20,88
13,320,223,883,221,Valve,0,Action,499,English,23,42,Half-Life 2: Deathmatch,781,"10,000,000 .. 20,000,000",5902,499,Valve,71,14,86
14,340,204,255,23,Valve,0,Action,0,"English, French, German, Italian, Spanish - Spain, Russian, Simplified Chinese, Traditional Chinese, Korean",20,21,Half-Life 2: Lost Coast,1003,"10,000,000 .. 20,000,000",5610,0,Valve,61,20,84
15,360,294,305,16,Valve,0,Action,999,English,440,12,Half-Life Deathmatch: Source,463,"5,000,000 .. 10,000,000",1291,999,Valve,38,8,73
16,380,306,474,145,Valve,0,Action,799,"English, French, German, Italian, Korean, Spanish - Spain, Russian, Simplified Chinese, Traditional Chinese, Dutch, Danish, Finnish, Japanese, Norwegian, Polish, Portuguese, Swedish, Thai",61,187,Half-Life 2: Episode One,499,"5,000,000 .. 10,000,000",7640,799,Valve,87,20,93
17,400,415,480,441,Valve,0,Action,999,"English, French, German, Russian, Danish, Dutch, Finnish, Italian, Japanese, Norwegian, Polish, Portuguese, Simplified Chinese, Spanish - Spain, Swedish, Traditional Chinese, Korean",49,168,Portal,1058,"10,000,000 .. 20,000,000",50703,999,Valve,97,20,97
18,420,574,595,196,Valve,0,Action,799,"English, French, German, Russian, Danish, Dutch, Finnish, Italian, Japanese, Korean, Norwegian, Polish, Portuguese, Simplified Chinese, Spanish - Spain, Swedish, Traditional Chinese",160,274,Half-Life 2: Episode Two,686,"5,000,000 .. 10,000,000",13564,799,Valve,93,20,95
19,440,968,9158,58335,Valve,0,"Action, Free to Play",0,"English, Danish, Dutch, Finnish, French, German, Italian, Japanese, Norwegian, Polish, Portuguese, Russian, Simplified Chinese, Spanish - Spain, Swedish, Traditional Chinese, Korean, Czech, Hungarian, Portuguese - Brazil, Turkish, Greek, Bulgarian, Romanian, Thai, Ukrainian",131,480,Team Fortress 2,33422,"20,000,000 .. 50,000,000",509447,0,Valve,87,20,93
20,500,578,1831,478,Valve,0,Action,999,"English, French, German, Spanish - Spain, Russian, Danish, Dutch, Finnish, Italian, Japanese, Norwegian, Polish, Portuguese, Simplified Chinese, Swedish, Traditional Chinese, Korean",87,196,Left 4 Dead,915,"5,000,000 .. 10,000,000",17502,999,Valve,93,20,94
21,550,406,2316,11860,Valve,0,Action,999,"English, Danish, Dutch, Finnish, French, German, Italian, Japanese, Korean, Norwegian, Polish, Portuguese, Russian, Simplified Chinese, Spanish - Spain, Swedish, Traditional Chinese, Hungarian, Turkish",78,536,Left 4 Dead 2,8131,"10,000,000 .. 20,000,000",247096,999,Valve,95,20,96
22,570,1533,30293,715292,Valve,0,"Action, Free to Play, Strategy",0,"English, Bulgarian, Czech, Danish, Dutch, Finnish, French, German, Greek, Hungarian, Italian, Japanese, Korean, Norwegian, Polish, Portuguese, Portuguese - Brazil, Romanian, Russian, Simplified Chinese, Spanish - Spain, Swedish, Thai, Traditional Chinese, Turkish, Ukrainian",823,557,Dota 2,136908,"100,000,000 .. 200,000,000",850298,0,Valve,66,20,86
23,620,284,1048,2483,Valve,0,"Action, Adventure",999,"English, French, German, Spanish - Spain, Czech, Danish, Dutch, Finnish, Hungarian, Italian, Japanese, Korean, Norwegian, Polish, Portuguese, Romanian, Russian, Simplified Chinese, Swedish, Thai, Traditional Chinese, Turkish",80,518,Portal 2,1834,"10,000,000 .. 20,000,000",135628,999,Valve,99,20,98
24,630,2071,495,43,Valve,0,Action,0,English,1416,100,Alien Swarm,937,"2,000,000 .. 5,000,000",17314,0,Valve,90,20,94
25,730,936,32261,600093,"Valve, Hidden Path Entertainment",0,"Action, Free to Play",0,"English, Czech, Danish, Dutch, Finnish, French, German, Hungarian, Italian, Japanese, Korean, Norwegian, Polish, Portuguese, Portuguese - Brazil, Romanian, Russian, Simplified Chinese, Spanish - Spain, Swedish, Thai, Traditional Chinese, Turkish, Bulgarian, Ukrainian",422,13283,Counter-Strike: Global Offensive,386488,"20,000,000 .. 50,000,000",2551887,0,Valve,66,20,86
26,1002,0,209,0,Mark Healey,0,Indie,999,English,0,152,Rag Doll Kung Fu,17,"20,000 .. 50,000",40,999,Mark Healey,33,3,66
27,1200,26,447,53,Tripwire Interactive,0,Action,999,"English, French, Russian",26,71,Red Orchestra: Ostfront 41-45,214,"500,000 .. 1,000,000",1503,999,Tripwire Interactive,69,16,83
28,1250,144,1513,544,Tripwire Interactive,0,Action,1999,"English, French, Italian, German, Spanish - Spain, Hungarian, Polish, Russian",55,282,Killing Floor,2624,"2,000,000 .. 5,000,000",53529,1999,Tripwire Interactive,93,20,96
29,1300,0,161,2,Ritual Entertainment,0,Action,999,"English, Russian, French",0,145,SiN Episodes: Emergence,60,"100,000 .. 200,000",454,999,Ritual Entertainment,71,11,85
30,1500,0,95,4,Introversion Software,0,"Indie, Strategy",999,"English, German",0,14,Darwinia,157,"500,000 .. 1,000,000",465,999,Introversion Software,40,8,71
31,1510,21,182,11,Introversion Software,0,"Indie, Strategy",999,English,21,36,Uplink,152,"500,000 .. 1,000,000",1590,999,Introversion Software,80,18,90
32,1520,33,456,17,Introversion Software,0,"Indie, Strategy",999,"English, French, German, Italian, Spanish - Spain",19,31,DEFCON,342,"500,000 .. 1,000,000",2039,999,Introversion Software,63,17,84
33,1530,18,76,4,Introversion Software,0,Indie,999,"English, French, Italian, German, Spanish - Spain",18,14,Multiwinia,76,"500,000 .. 1,000,000",365,999,Introversion Software,56,6,82
34,1600,0,537,6,Sonalysts,0,Strategy,1499,English,0,389,Dangerous Waters,44,"50,000 .. 100,000",135,1499,Strategy First,42,3,76
35,1610,0,213,0,Malfador Machinations,0,Strategy,999,English,0,9,Space Empires IV Deluxe,25,"50,000 .. 100,000",108,999,Strategy First,54,7,82
36,1620,0,0,0,Strategy First,0,Strategy,1999,English,0,0,Jagged Alliance 2 Gold,0,"0 .. 20,000",0,1999,Strategy First,,0,0
37,1630,0,383,53,Strategy First,0,Strategy,699,English,0,48,Disciples II: Rise of the Elves ,105,"100,000 .. 200,000",442,699,Strategy First,52,9,79
38,1640,1328,274,39,Strategy First,0,Strategy,699,English,1328,54,Disciples II: Gallean's Return,149,"100,000 .. 200,000",482,699,Strategy First,44,13,75
39,1670,0,7,2,Strategy First,0,Strategy,499,English,0,4,Iron Warriors: T - 72 Tank Command ,101,"20,000 .. 50,000",137,499,Strategy First,17,4,57
40,1690,0,179,18,Malfador Machinations,0,Strategy,1499,English,0,105,Space Empires V,84,"50,000 .. 100,000",189,1499,Strategy First,31,8,68
41,1700,59,201,7,Arkane Studios,0,RPG,499,"English, French, German, Italian, Spanish - Spain, Russian",77,18,Arx Fatalis,102,"100,000 .. 200,000",643,499,Arkane Studios,66,17,85
42,1900,372,406,67,Reality Pump Studios,75,Strategy,499,"English, French, German, Spanish - Spain, Italian, Czech, Polish, Russian",382,414,Earth 2160,226,"1,000,000 .. 2,000,000",544,124,"Topware Interactive, ACE",33,6,69
43,1930,487,448,168,Reality Pump Studios,0,RPG,999,"English, French, German, Italian, Spanish - Spain, Czech, Polish, Russian",348,394,Two Worlds Epic Edition,1042,"500,000 .. 1,000,000",2596,999,Topware Interactive,35,13,70
44,2100,136,426,86,Arkane Studios,0,"Action, RPG",999,"English, French, German, Italian, Spanish - Spain",151,166,Dark Messiah of Might & Magic,301,"1,000,000 .. 2,000,000",4260,999,Ubisoft,87,20,92
45,2200,272,817,23,id Software,0,Action,1499,English,398,27,Quake III Arena,66,"200,000 .. 500,000",1319,1499,id Software,93,18,95
46,2210,36,196,19,RavenSoft / id Software,0,Action,1499,English,48,62,Quake IV,159,"200,000 .. 500,000",871,1499,Bethesda Softworks,61,15,83
47,2270,13,93,11,id Software,0,Action,499,English,13,16,Wolfenstein 3D,88,"200,000 .. 500,000",1720,499,Bethesda-Softworks,93,17,94
48,2280,13,240,31,id Software,0,Action,499,English,17,32,Ultimate Doom,247,"500,000 .. 1,000,000",3566,499,id Software,87,20,93
49,2290,658,142,9,id Software,0,Action,499,English,1316,8,Final DOOM,79,"200,000 .. 500,000",568,499,id Software,69,20,86
50,2300,31,210,21,id Software,0,Action,499,English,44,15,DOOM II,174,"500,000 .. 1,000,000",2447,499,id Software,87,20,92
51,2310,730,327,26,id Software,0,Action,499,English,1454,44,QUAKE,129,"200,000 .. 500,000",2545,499,id Software,93,20,95
52,2320,89,357,43,id Software,0,Action,499,English,125,34,QUAKE II,102,"200,000 .. 500,000",1343,499,id Software,84,20,92
53,2330,0,52,0,Xatrix Entertainment,0,Action,299,English,0,1,QUAKE II Mission Pack: The Reckoning,12,"200,000 .. 500,000",61,299,id Software,58,4,82
54,2340,1,37,0,Rogue Entertainment,0,Action,299,English,1,1,QUAKE II Mission Pack: Ground Zero,30,"200,000 .. 500,000",53,299,id Software,23,4,60
55,2350,168,434,4,id Software,0,Action,1499,English,168,5,QUAKE III: Team Arena,30,"200,000 .. 500,000",104,1499,id Software,45,8,78
56,2360,12,98,6,Raven Software,0,Action,499,English,12,9,HeXen: Beyond Heretic,25,"200,000 .. 500,000",241,499,id Software,77,12,90
57,2370,0,60,0,Raven Software,0,Action,499,English,0,7,HeXen: Deathkings of the Dark Citadel,20,"200,000 .. 500,000",56,499,id Software,38,7,73
58,2390,13,148,3,Raven Software,0,Action,499,English,13,8,Heretic: Shadow of the Serpent Riders,28,"200,000 .. 500,000",405,499,id Software,87,11,93
59,2400,101,302,18,Outerlight Ltd.,0,"Action, Indie, RPG",999,"English, French, German, Italian, Spanish - Spain, Polish, Russian, Japanese",130,185,The Ship: Murder Party,785,"1,000,000 .. 2,000,000",4813,999,Blazing Griffin Ltd.,63,20,83
60,2420,206,250,10,Outerlight Ltd.,0,"Action, Indie, RPG",999,"English, French, German, Italian, Spanish - Spain, Polish, Russian, Japanese",206,40,The Ship: Single Player,242,"200,000 .. 500,000",581,999,Blazing Griffin Ltd.,33,6,67
61,2450,0,395,5,Outerlight Ltd.,0,Action,499,English,0,115,Bloody Good Time,200,"100,000 .. 200,000",650,499,Ubisoft,44,8,76
62,2500,9,172,4,Frozenbyte,85,Action,699,English,9,98,Shadowgrounds,248,"500,000 .. 1,000,000",965,104,Frozenbyte,49,16,79
63,2520,0,17,0,"CINEMAX, s.r.o.",0,"Casual, Indie",499,"English, Polish, Russian",0,21,Gumboy - Crazy Adventures,45,"50,000 .. 100,000",52,499,"CINEMAX, s.r.o.",14,3,55
64,2540,0,35,0,Elephant Games,0,"Casual, Indie",499,English,0,19,RIP - Trilogy,128,"100,000 .. 200,000",197,499,Dreamatrix,20,9,65
65,2570,0,6,0,Freegamer,0,"Indie, RPG",0,English,0,5,Vigil: Blood Bitterness,106,"50,000 .. 100,000",29,0,HeR Interactive,2,4,17
66,2590,0,84,3,Black Element,0,Action,499,English,0,25,Alpha Prime,518,"200,000 .. 500,000",608,499,Bohemia Interactive,14,8,60
67,2600,1952,586,102,Troika Games,0,Action,1999,"English, French, German",1952,147,Vampire: The Masquerade - Bloodlines,339,"500,000 .. 1,000,000",5967,1999,Activision,90,20,94
68,2610,26,191,6,Neversoft,0,Action,1999,English,26,56,GUN,87,"50,000 .. 100,000",723,1999,Activision,74,17,89
69,2620,51,335,48,Infinity Ward,0,Action,1999,"English, German",51,216,Call of Duty,110,"200,000 .. 500,000",1487,1999,Activision,87,20,93
70,2630,31,669,183,"Infinity Ward, Aspyr (Mac)",0,Action,1999,"English, French, German, Italian, Spanish - Spain",34,351,Call of Duty 2,229,"200,000 .. 500,000",2351,1999,"Activision, Aspyr (Mac)",80,18,90
71,2640,80,542,32,Gray Matter Studios,0,Action,1999,"English, French, Italian",80,253,Call of Duty: United Offensive,93,"200,000 .. 500,000",468,1999,Activision,58,12,84
72,2700,17,607,246,"Frontier, Aspyr (Mac)",0,"Simulation, Strategy",0,"English, French, Italian, German, Spanish - Spain, Danish, Dutch, Finnish, Norwegian, Swedish",25,183,RollerCoaster Tycoon 3: Platinum,395,"500,000 .. 1,000,000",3292,0,"Atari, Aspyr (Mac)",74,19,88
73,2710,36,489,0,Eugen Systems,0,Action,299,English,36,292,Act of War: Direct Action,33,"20,000 .. 50,000",176,299,THQ Nordic,61,3,85
74,2720,0,65,0,Iocaine Studios,0,"Action, Indie, Strategy",499,English,0,93,ThreadSpace: Hyperbol,9,"20,000 .. 50,000",30,499,Atari,44,4,91
75,2780,0,341,3,Bohemia Interactive,0,Action,799,English,0,40,ARMA: Combat Operations,76,"50,000 .. 100,000",146,799,Bohemia Interactive,26,6,66
76,2800,0,401,19,Egosoft,0,Strategy,499,"English, French, German, Italian, Spanish - Spain, Czech, Polish, Russian",0,31,X2: The Threat,50,"200,000 .. 500,000",209,499,Egosoft,52,11,80
77,2810,0,394,32,Egosoft,0,Strategy,999,"English, French, German, Spanish - Spain, Italian, Russian, Simplified Chinese, Traditional Chinese, Czech, Polish",0,30,X3: Reunion,110,"200,000 .. 500,000",278,999,Egosoft,35,12,72
78,2820,1,1163,168,Egosoft,0,"Action, Simulation, Strategy",1599,"English, French, German, Italian, Russian, Polish, Simplified Chinese, Traditional Chinese, Czech, Spanish - Spain, Japanese",1,119,X3: Terran Conflict,267,"500,000 .. 1,000,000",1614,1599,Egosoft,63,19,85
79,2840,0,183,6,Egosoft,0,"Simulation, Strategy",499,"English, German",0,23,X: Beyond the Frontier,46,"200,000 .. 500,000",141,499,Egosoft,42,11,77
80,2850,0,267,0,Egosoft,0,"Simulation, Strategy",499,"English, German",0,24,X: Tension,18,"100,000 .. 200,000",58,499,Egosoft,44,10,73
81,2870,881,1781,103,Egosoft,0,"Action, Simulation",2999,"English, German, Italian, Russian, Simplified Chinese, Traditional Chinese, French, Korean",1749,325,X Rebirth,4020,"200,000 .. 500,000",2819,2999,Egosoft,7,17,39
82,2900,0,13,5,Sonalysts,0,Strategy,999,English,0,22,688(I) Hunter/Killer,16,"20,000 .. 50,000",51,999,Strategy First,44,3,75
83,2910,0,148,14,Sonalysts,0,Strategy,999,English,0,221,Fleet Command,30,"50,000 .. 100,000",127,999,Strategy First,52,3,80
84,2920,0,63,0,Sonalysts,0,Strategy,999,English,0,111,Sub Command,14,"20,000 .. 50,000",30,999,Strategy First,30,3,67
85,2990,168,343,132,Bugbear Entertainment,0,Racing,999,"English, French, German, Italian, Spanish - Spain, Dutch",140,128,FlatOut 2,332,"500,000 .. 1,000,000",5272,999,Strategy First,90,17,94
86,3010,0,147,0,Techland,0,Racing,499,English,0,54,Xpand Rally,38,"20,000 .. 50,000",133,499,Techland,45,2,75
87,3020,0,246,13,Techland,0,Action,999,"English, French, German, Spanish - Spain, Russian",0,116,Call of Juarez,183,"100,000 .. 200,000",774,999,Techland Publishing,52,14,82
88,3050,0,53,0,Techland,0,Racing,499,English,0,48,Xpand Rally Xtreme,33,"20,000 .. 50,000",66,499,Techland,27,3,70
89,3130,0,508,19,1C Entertainment,0,Strategy,499,"English, Russian, German, French",0,94,Men of War: Red Tide,70,"200,000 .. 500,000",284,499,"1C Entertainment, 1C-SoftClub",52,5,81
90,3170,1081,409,57,Katauri Interactive,0,"RPG, Strategy",999,"English, Russian, French, German, Spanish - Spain, Italian, Japanese, Traditional Chinese",1081,56,King's Bounty: Armored Princess,52,"100,000 .. 200,000",471,999,1C Entertainment,77,14,89
91,3230,0,72,0,Metamorf,0,Strategy,499,English,0,95,Genesis Rising,92,"20,000 .. 50,000",28,499,THQ Nordic,2,4,23
92,3260,0,70,1,Kheops Studio,0,"Adventure, Casual",499,"English, German, Italian, Spanish - Spain",0,23,Safecracker: The Ultimate Puzzle Adventure,170,"50,000 .. 100,000",254,499,HandyGames,19,5,58
93,3270,0,119,3,Mindware Studios,0,Action,499,"English, German",0,38,Painkiller Overdose,124,"200,000 .. 500,000",417,499,THQ Nordic,45,8,74
94,3300,0,343,0,"PopCap Games, Inc.",0,Casual,499,"English, French, German, Italian, Spanish - Spain",0,118,Bejeweled 2 Deluxe,12,"50,000 .. 100,000",125,499,"PopCap Games, Inc.",80,4,89
95,3310,357,264,49,"PopCap Games, Inc.",0,Casual,499,"English, French, German, Italian, Spanish - Spain",357,39,Chuzzle Deluxe,13,"50,000 .. 100,000",183,499,"PopCap Games, Inc.",87,5,92
96,3320,209,234,37,"PopCap Games, Inc.",0,Casual,499,English,210,85,Insaniquarium Deluxe,55,"100,000 .. 200,000",1134,499,"PopCap Games, Inc.",93,15,95
97,3330,22,149,168,"PopCap Games, Inc.",0,Casual,499,"English, French, German, Italian, Spanish - Spain",27,45,Zuma Deluxe,31,"100,000 .. 200,000",416,499,"PopCap Games, Inc.",87,4,92
98,3340,0,15,0,"PopCap Games, Inc.",0,Casual,499,English,0,19,AstroPop Deluxe,5,"20,000 .. 50,000",36,499,"PopCap Games, Inc.",69,2,86
99,3350,0,17,0,"PopCap Games, Inc.",0,Casual,499,English,0,18,Bejeweled Deluxe,7,"20,000 .. 50,000",52,499,"PopCap Games, Inc.",71,4,86
100,3360,0,37,0,"PopCap Games, Inc.",0,Casual,499,English,0,33,Big Money! Deluxe,3,"20,000 .. 50,000",25,499,"PopCap Games, Inc.",74,1,87
101,3380,0,13,0,"PopCap Games, Inc.",0,Casual,499,English,0,12,Dynomite Deluxe,4,"20,000 .. 50,000",48,499,"PopCap Games, Inc.",84,2,91
102,3390,0,78,11,"PopCap Games, Inc.",0,Casual,499,English,0,47,Feeding Frenzy 2 Deluxe,16,"100,000 .. 200,000",353,499,"PopCap Games, Inc.",93,3,97
103,3400,0,164,0,"PopCap Games, Inc.",0,Casual,499,English,0,195,Hammer Heads Deluxe,2,"20,000 .. 50,000",27,499,"PopCap Games, Inc.",87,1,96
104,3410,23,57,0,"PopCap Games, Inc.",0,Casual,499,English,23,68,Heavy Weapon Deluxe,27,"20,000 .. 50,000",66,499,"PopCap Games, Inc.",33,3,71
105,3420,0,99,0,"PopCap Games, Inc.",0,Casual,499,English,0,50,Iggle Pop Deluxe,1,"20,000 .. 50,000",11,499,"PopCap Games, Inc.",80,1,90
106,3430,22,47,0,"PopCap Games, Inc.",0,Casual,499,English,22,62,Pizza Frenzy Deluxe,4,"20,000 .. 50,000",51,499,"PopCap Games, Inc.",84,1,93
107,3440,0,11,0,"PopCap Games, Inc.",0,Casual,499,English,0,11,Rocket Mania Deluxe,2,"20,000 .. 50,000",33,499,"PopCap Games, Inc.",90,2,96
108,3450,0,922,14,"PopCap Games, Inc.",0,Casual,499,English,0,1229,Typer Shark! Deluxe,23,"20,000 .. 50,000",83,499,"PopCap Games, Inc.",47,3,76
109,3460,33,283,0,"PopCap Games, Inc.",0,Casual,499,English,33,399,Talismania Deluxe,0,"20,000 .. 50,000",13,499,"PopCap Games, Inc.",100,2,100
110,3480,25,329,88,"PopCap Games, Inc.",0,Casual,499,"English, French, Italian, German, Spanish - Spain",33,152,Peggle Deluxe,67,"200,000 .. 500,000",1075,499,"PopCap Games, Inc.",90,8,95
111,3483,0,106,8,"PopCap Games, Inc.",0,Casual,0,English,0,31,Peggle Extreme,57,"200,000 .. 500,000",698,0,"PopCap Games, Inc.",84,4,92
112,3490,0,55,0,"Retro64, Inc.",0,Casual,499,English,0,39,Venice Deluxe,2,"20,000 .. 50,000",10,499,"PopCap Games, Inc.",58,1,83
113,3500,0,367,0,SpinTop Games,0,Casual,499,English,0,439,Mystery P.I. - The Lottery Ticket,3,"20,000 .. 50,000",10,499,"PopCap Games, Inc.",44,2,72
114,3510,0,392,0,SpinTop Games,0,Casual,499,English,0,543,Amazing Adventures The Lost Tomb,8,"20,000 .. 50,000",20,499,"PopCap Games, Inc.",35,3,72
115,3520,0,682,0,SpinTop Games,0,Casual,499,English,0,734,Mystery P.I. - The Vegas Heist,5,"20,000 .. 50,000",11,499,"PopCap Games, Inc.",30,2,69
116,3530,0,279,0,SpinTop Games,0,Casual,499,English,0,339,Amazing Adventures Around the World,7,"20,000 .. 50,000",23,499,"PopCap Games, Inc.",44,3,75
117,3540,24,273,45,"PopCap Games, Inc.",0,Casual,499,English,39,136,Peggle Nights,23,"200,000 .. 500,000",358,499,"PopCap Games, Inc.",87,4,94
118,3560,0,237,0,"PopCap Games, Inc.",0,"Strategy, Casual",499,English,0,349,Bejeweled Twist,16,"20,000 .. 50,000",95,499,"PopCap Games, Inc.",63,4,85
119,3570,0,525,0,SpinTop Games,0,Casual,499,English,0,525,Mystery P.I. - The New York Fortune,5,"20,000 .. 50,000",8,499,"PopCap Games, Inc.",21,2,54
120,3580,0,49,0,"PopCap Games, Inc.",0,Casual,499,English,0,84,The Wizard's Pen,3,"20,000 .. 50,000",15,499,"PopCap Games, Inc.",58,2,80
121,3590,449,942,709,"PopCap Games, Inc.",0,Strategy,499,English,82,291,Plants vs. Zombies GOTY Edition,424,"1,000,000 .. 2,000,000",14088,499,"PopCap Games, Inc.",97,20,97
122,3600,0,156,3,SpinTop Games,0,Casual,499,English,0,67,Escape Rosecliff Island,56,"100,000 .. 200,000",95,499,"PopCap Games, Inc.",22,4,71
123,3610,0,1128,0,SpinTop Games,0,Casual,499,English,0,1568,Mystery P.I. - Lost in Los Angeles,3,"20,000 .. 50,000",8,499,"PopCap Games, Inc.",36,2,72
124,3620,116,272,105,"PopCap Games, Inc.",0,"Action, Casual",499,English,116,95,Zuma's Revenge!,26,"100,000 .. 200,000",423,499,"PopCap Games, Inc.",90,5,95
125,3700,82,353,50,Rebellion,0,Action,799,"English, French, German, Italian, Spanish - Spain",105,98,Sniper Elite,360,"500,000 .. 1,000,000",1128,799,Rebellion,42,13,75
126,3710,17,142,4,Rebellion,0,Action,799,English,17,64,Judge Dredd: Dredd vs. Death,76,"50,000 .. 100,000",539,799,Rebellion,69,10,88
127,3720,631,577,50,Elixir Studios,0,Strategy,999,"English, French, German, Spanish - Spain",1257,229,Evil Genius,89,"200,000 .. 500,000",1806,999,Rebellion,93,18,95
128,3730,23,130,12,Rebellion,0,Action,499,"English, Dutch, French, German, Spanish - Spain",35,56,Aliens versus Predator Classic 2000,213,"200,000 .. 500,000",1404,499,Rebellion,66,16,86
129,3800,0,272,1,GlyphX Games,0,Action,999,English,0,305,Advent Rising,71,"50,000 .. 100,000",257,999,Majesco Entertainment,47,6,79
130,3810,166,240,1,Terminal Reality,0,Action,999,English,166,242,BloodRayne,108,"50,000 .. 100,000",360,999,Majesco Entertainment,44,12,77
131,3820,165,241,3,Terminal Reality,0,Action,999,English,165,234,BloodRayne 2,102,"50,000 .. 100,000",250,999,Majesco Entertainment,35,11,69
132,3830,123,377,58,Double Fine Productions,0,Action,999,"English, French, German",163,185,Psychonauts,445,"2,000,000 .. 5,000,000",8127,999,Double Fine Productions,90,20,96
133,3900,463,510,658,Firaxis Games,0,Strategy,1999,"English, French, German, Italian, Spanish - Spain",863,83,Sid Meier's Civilization IV,123,"500,000 .. 1,000,000",1355,1999,2K,80,19,91
134,3910,76,468,1192,Firaxis Games,0,Strategy,499,English,150,16,Sid Meier's Civilization III Complete,400,"1,000,000 .. 2,000,000",2517,499,2K,66,15,88
135,3920,31,528,118,Firaxis Games,0,RPG,999,English,36,159,Sid Meier's Pirates!,189,"500,000 .. 1,000,000",2591,999,2K,87,20,93
136,3960,0,44,0,PopTop,0,Strategy,499,English,0,43,Shattered Union,45,"20,000 .. 50,000",39,499,2K,9,2,44
137,3980,0,200,0,"FireFly Studios, Firaxis Games",0,Strategy,999,"English, French, Spanish - Spain",0,50,CivCity: Rome,61,"50,000 .. 100,000",178,999,2K,40,4,74
138,3990,0,140,190,Firaxis Games,0,Strategy,499,"English, French, German, Italian, Spanish - Spain",0,42,Civilization IV: Warlords,19,"1,000,000 .. 2,000,000",117,499,2K,66,7,87
139,4000,658,10301,34039,Facepunch Studios,0,"Indie, Simulation",999,"English, French, Italian, German, Spanish - Spain, Bulgarian, Czech, Danish, Dutch, Finnish, Greek, Hungarian, Japanese, Korean, Norwegian, Polish, Portuguese, Portuguese - Brazil, Russian, Simplified Chinese, Swedish, Thai, Traditional Chinese, Turkish, Ukrainian",155,1625,Garry's Mod,16006,"10,000,000 .. 20,000,000",356639,999,Valve,93,20,95
140,4100,0,0,0,Funkitron,0,"Casual, Strategy, Indie",999,English,0,0,Poker Superstars II,4,"0 .. 20,000",3,999,Funkitron,,1,0
141,4230,0,174,0,SimBin,0,Racing,3999,"English, French, German, Italian, Spanish - Spain",0,44,RACE - The WTCC Game,39,"200,000 .. 500,000",117,3999,SimBin,42,2,77
142,4290,0,6,0,SimBin,0,Racing,499,English,0,1,RACE: Caterham Expansion,1,"0 .. 20,000",4,499,SimBin,,2,0
143,4300,0,22,0,Naked Sky Entertainment,0,"Action, Indie",999,"English, French, German, Italian, Japanese, Korean, Traditional Chinese, Simplified Chinese, Spanish - Spain",0,36,RoboBlitz,14,"20,000 .. 50,000",42,999,Naked Sky Entertainment,42,5,80
